Measurement Time,m³/m³ VWC,kPa Potential,kPa Potential,m³/m³ VWC,None
4/10/2014 6:00 AM,0.125,-546,-304,0.144,
4/10/2014 7:00 AM,0.125,-552,-304,0.144,
4/10/2014 8:00 AM,0.124,-558,-304,0.144,
4/10/2014 9:00 AM,0.124,-558,-307,0.144,
4/10/2014 10:00 AM,0.123,-558,-307,0.144,
4/10/2014 11:00 AM,0.123,-558,-307,0.144,
4/10/2014 12:00 PM,0.123,-546,-307,0.144,
4/10/2014 1:00 PM,0.123,-540,-304,0.144,
4/10/2014 2:00 PM,0.123,-535,-301,0.144,
4/10/2014 3:00 PM,0.123,-529,-295,0.144,
4/10/2014 4:00 PM,0.124,-518,-292,0.145,
4/10/2014 5:00 PM,0.125,-518,-290,0.145,
4/10/2014 6:00 PM,0.125,-513,-287,0.146,
4/10/2014 7:00 PM,0.125,-513,-284,0.147,
4/10/2014 8:00 PM,0.125,-518,-284,0.147,
4/10/2014 9:00 PM,0.126,-518,-287,0.147,
4/10/2014 10:00 PM,0.126,-518,-290,0.146,
4/10/2014 11:00 PM,0.126,-518,-292,0.145,
4/11/2014 12:00 AM,0.125,-524,-295,0.145,
4/11/2014 1:00 AM,0.125,-529,-298,0.145,
4/11/2014 2:00 AM,0.125,-529,-301,0.145,
4/11/2014 3:00 AM,0.125,-535,-304,0.144,
4/11/2014 4:00 AM,0.125,-540,-307,0.144,
4/11/2014 5:00 AM,0.125,-540,-307,0.144,
4/11/2014 6:00 AM,0.124,-546,-310,0.144,
4/11/2014 7:00 AM,0.123,-552,-313,0.144,
4/11/2014 8:00 AM,0.123,-563,-316,0.143,
4/11/2014 9:00 AM,0.123,-563,-313,0.142,
4/11/2014 10:00 AM,0.123,-563,-316,0.142,
4/11/2014 11:00 AM,0.123,-558,-313,0.142,
4/11/2014 12:00 PM,0.123,-552,-310,0.142,
4/11/2014 1:00 PM,0.123,-546,-310,0.142,
4/11/2014 2:00 PM,0.123,-535,-307,0.143,
4/11/2014 3:00 PM,0.123,-529,-304,0.144,
4/11/2014 4:00 PM,0.123,-524,-298,0.144,
4/11/2014 5:00 PM,0.123,-518,-295,0.145,
4/11/2014 6:00 PM,0.124,-513,-295,0.145,
4/11/2014 7:00 PM,0.125,-513,-292,0.145,
4/11/2014 8:00 PM,0.125,-513,-290,0.145,
4/11/2014 9:00 PM,0.125,-518,-290,0.146,
4/11/2014 10:00 PM,0.125,-518,-292,0.146,
4/11/2014 11:00 PM,0.125,-518,-292,0.145,
4/12/2014 12:00 AM,0.125,-518,-295,0.145,
4/12/2014 1:00 AM,0.125,-518,-295,0.145,
4/12/2014 2:00 AM,0.125,-518,-298,0.145,
4/12/2014 3:00 AM,0.125,-524,-298,0.145,
4/12/2014 4:00 AM,0.125,-524,-301,0.144,
4/12/2014 5:00 AM,0.124,-529,-304,0.144,
4/12/2014 6:00 AM,0.124,-529,-304,0.144,
4/12/2014 7:00 AM,0.123,-535,-307,0.144,
4/12/2014 8:00 AM,0.123,-535,-307,0.144,
4/12/2014 9:00 AM,0.123,-540,-307,0.144,
4/12/2014 10:00 AM,0.123,-535,-307,0.144,
4/12/2014 11:00 AM,0.123,-535,-307,0.144,
4/12/2014 12:00 PM,0.123,-529,-307,0.144,
4/12/2014 1:00 PM,0.123,-524,-304,0.144,
4/12/2014 2:00 PM,0.123,-524,-298,0.144,
4/12/2014 3:00 PM,0.123,-518,-295,0.144,
4/12/2014 4:00 PM,0.123,-513,-292,0.144,
4/12/2014 5:00 PM,0.124,-508,-292,0.145,
4/12/2014 6:00 PM,0.125,-513,-290,0.145,
4/12/2014 7:00 PM,0.125,-513,-290,0.145,
4/12/2014 8:00 PM,0.125,-513,-287,0.145,
4/12/2014 9:00 PM,0.125,-513,-281,0.145,
4/12/2014 10:00 PM,0.125,-513,-281,0.145,
4/12/2014 11:00 PM,0.125,-513,-281,0.145,
4/13/2014 12:00 AM,0.125,-513,-281,0.145,
4/13/2014 1:00 AM,0.125,-518,-281,0.145,
4/13/2014 2:00 AM,0.125,-513,-284,0.145,
4/13/2014 3:00 AM,0.125,-513,-284,0.145,
4/13/2014 4:00 AM,0.125,-513,-284,0.145,
4/13/2014 5:00 AM,0.124,-513,-287,0.144,
4/13/2014 6:00 AM,0.123,-513,-287,0.145,
4/13/2014 7:00 AM,0.123,-518,-290,0.144,
4/13/2014 8:00 AM,0.123,-518,-290,0.144,
4/13/2014 9:00 AM,0.123,-524,-290,0.144,
4/13/2014 10:00 AM,0.123,-518,-292,0.144,
4/13/2014 11:00 AM,0.123,-518,-290,0.144,
4/13/2014 12:00 PM,0.123,-513,-290,0.144,
4/13/2014 1:00 PM,0.123,-513,-284,0.144,
4/13/2014 2:00 PM,0.123,-513,-281,0.144,
4/13/2014 3:00 PM,0.123,-513,-279,0.145,
4/13/2014 4:00 PM,0.124,-508,-273,0.145,
4/13/2014 5:00 PM,0.124,-502,-266,0.147,
4/13/2014 6:00 PM,0.125,-497,-266,0.147,
4/13/2014 7:00 PM,0.125,-497,-263,0.147,
4/13/2014 8:00 PM,0.125,-502,-263,0.147,
4/13/2014 9:00 PM,0.125,-508,-266,0.147,
4/13/2014 10:00 PM,0.125,-508,-268,0.147,
4/13/2014 11:00 PM,0.125,-508,-268,0.147,
4/14/2014 12:00 AM,0.125,-513,-273,0.147,
4/14/2014 1:00 AM,0.125,-513,-273,0.147,
4/14/2014 2:00 AM,0.125,-513,-276,0.146,
4/14/2014 3:00 AM,0.125,-518,-276,0.145,
4/14/2014 4:00 AM,0.125,-518,-281,0.145,
4/14/2014 5:00 AM,0.124,-518,-292,0.145,
4/14/2014 6:00 AM,0.123,-518,-292,0.145,
4/14/2014 7:00 AM,0.123,-524,-295,0.144,
4/14/2014 8:00 AM,0.123,-529,-298,0.144,
4/14/2014 9:00 AM,0.123,-529,-301,0.144,
4/14/2014 10:00 AM,0.123,-529,-304,0.144,
4/14/2014 11:00 AM,0.123,-535,-304,0.144,
4/14/2014 12:00 PM,0.123,-535,-301,0.143,
4/14/2014 1:00 PM,0.123,-529,-304,0.143,
4/14/2014 2:00 PM,0.123,-524,-298,0.143,
4/14/2014 3:00 PM,0.123,-524,-295,0.144,
4/14/2014 4:00 PM,0.123,-518,-290,0.144,
4/14/2014 5:00 PM,0.123,-524,-281,0.145,
4/14/2014 6:00 PM,0.123,-518,-281,0.145,
4/14/2014 7:00 PM,0.123,-518,-281,0.145,
4/14/2014 8:00 PM,0.123,-518,-284,0.145,
4/14/2014 9:00 PM,0.123,-524,-287,0.145,
4/14/2014 10:00 PM,0.123,-524,-290,0.145,
4/14/2014 11:00 PM,0.123,-524,-292,0.144,
4/15/2014 12:00 AM,0.123,-535,-298,0.144,
4/15/2014 1:00 AM,0.123,-529,-298,0.144,
4/15/2014 2:00 AM,0.123,-529,-304,0.143,
4/15/2014 3:00 AM,0.123,-540,-304,0.142,
4/15/2014 4:00 AM,0.123,-546,-307,0.142,
4/15/2014 5:00 AM,0.122,-552,-313,0.142,
4/15/2014 6:00 AM,0.122,-558,-313,0.141,
4/15/2014 7:00 AM,0.122,-563,-313,0.140,
4/15/2014 8:00 AM,0.121,-563,-316,0.140,
4/15/2014 9:00 AM,0.121,-552,-319,0.140,
4/15/2014 10:00 AM,0.120,-546,-319,0.140,
4/15/2014 11:00 AM,0.120,-546,-319,0.140,
4/15/2014 12:00 PM,0.120,-546,-316,0.140,
4/15/2014 1:00 PM,0.120,-546,-313,0.140,
4/15/2014 2:00 PM,0.120,-535,-307,0.140,
4/15/2014 3:00 PM,0.120,-529,-298,0.140,
4/15/2014 4:00 PM,0.121,-518,-290,0.141,
4/15/2014 5:00 PM,0.121,-513,-281,0.143,
4/15/2014 6:00 PM,0.122,-513,-281,0.144,
4/15/2014 7:00 PM,0.122,-508,-281,0.144,
4/15/2014 8:00 PM,0.123,-513,-281,0.144,
4/15/2014 9:00 PM,0.123,-513,-281,0.144,
4/15/2014 10:00 PM,0.123,-513,-281,0.144,
4/15/2014 11:00 PM,0.123,-513,-284,0.144,
4/16/2014 12:00 AM,0.123,-518,-287,0.144,
4/16/2014 1:00 AM,0.123,-524,-290,0.144,
4/16/2014 2:00 AM,0.123,-524,-290,0.143,
4/16/2014 3:00 AM,0.122,-524,-292,0.143,
4/16/2014 4:00 AM,0.122,-535,-298,0.142,
4/16/2014 5:00 AM,0.122,-535,-301,0.142,
4/16/2014 6:00 AM,0.122,-540,-304,0.142,
4/16/2014 7:00 AM,0.122,-540,-307,0.142,
4/16/2014 8:00 AM,0.122,-540,-307,0.141,
4/16/2014 9:00 AM,0.121,-546,-307,0.140,
4/16/2014 10:00 AM,0.121,-540,-307,0.140,
4/16/2014 11:00 AM,0.120,-540,-304,0.140,
4/16/2014 12:00 PM,0.120,-524,-304,0.140,
4/16/2014 1:00 PM,0.120,-524,-301,0.141,
4/16/2014 2:00 PM,0.121,-518,-292,0.142,
4/16/2014 3:00 PM,0.122,-513,-290,0.142,
4/16/2014 4:00 PM,0.122,-502,-287,0.144,
4/16/2014 5:00 PM,0.122,-497,-281,0.145,
4/16/2014 6:00 PM,0.123,-497,-276,0.145,
4/16/2014 7:00 PM,0.123,-497,-273,0.145,
4/16/2014 8:00 PM,0.123,-497,-273,0.145,
4/16/2014 9:00 PM,0.123,-502,-273,0.145,
4/16/2014 10:00 PM,0.123,-502,-279,0.145,
4/16/2014 11:00 PM,0.123,-502,-276,0.145,
4/17/2014 12:00 AM,0.123,-502,-281,0.145,
4/17/2014 1:00 AM,0.123,-508,-284,0.144,
4/17/2014 2:00 AM,0.123,-508,-284,0.144,
4/17/2014 3:00 AM,0.123,-508,-287,0.144,
4/17/2014 4:00 AM,0.123,-518,-287,0.144,
4/17/2014 5:00 AM,0.123,-518,-290,0.144,
4/17/2014 6:00 AM,0.122,-518,-292,0.143,
4/17/2014 7:00 AM,0.122,-524,-292,0.143,
4/17/2014 8:00 AM,0.122,-524,-295,0.142,
4/17/2014 9:00 AM,0.122,-529,-295,0.142,
4/17/2014 10:00 AM,0.122,-524,-295,0.142,
4/17/2014 11:00 AM,0.122,-524,-295,0.142,
4/17/2014 12:00 PM,0.121,-524,-292,0.142,
4/17/2014 1:00 PM,0.122,-518,-290,0.142,
4/17/2014 2:00 PM,0.122,-508,-287,0.142,
4/17/2014 3:00 PM,0.122,-502,-281,0.143,
4/17/2014 4:00 PM,0.122,-502,-279,0.144,
4/17/2014 5:00 PM,0.123,-497,-276,0.145,
4/17/2014 6:00 PM,0.123,-492,-273,0.145,
4/17/2014 7:00 PM,0.123,-492,-271,0.145,
4/17/2014 8:00 PM,0.123,-497,-271,0.145,
4/17/2014 9:00 PM,0.123,-502,-271,0.145,
4/17/2014 10:00 PM,0.123,-502,-276,0.145,
4/17/2014 11:00 PM,0.123,-508,-279,0.145,
4/18/2014 12:00 AM,0.123,-508,-281,0.144,
4/18/2014 1:00 AM,0.123,-502,-284,0.144,
4/18/2014 2:00 AM,0.123,-508,-287,0.144,
4/18/2014 3:00 AM,0.123,-513,-290,0.144,
4/18/2014 4:00 AM,0.123,-513,-292,0.144,
4/18/2014 5:00 AM,0.122,-518,-295,0.144,
4/18/2014 6:00 AM,0.122,-518,-298,0.143,
4/18/2014 7:00 AM,0.122,-518,-301,0.142,
4/18/2014 8:00 AM,0.122,-524,-301,0.142,
4/18/2014 9:00 AM,0.122,-524,-301,0.142,
4/18/2014 10:00 AM,0.122,-524,-301,0.142,
4/18/2014 11:00 AM,0.121,-518,-301,0.142,
4/18/2014 12:00 PM,0.120,-518,-298,0.142,
4/18/2014 1:00 PM,0.120,-513,-295,0.142,
4/18/2014 2:00 PM,0.122,-508,-290,0.142,
4/18/2014 3:00 PM,0.122,-502,-287,0.143,
4/18/2014 4:00 PM,0.122,-497,-281,0.144,
4/18/2014 5:00 PM,0.122,-497,-279,0.145,
4/18/2014 6:00 PM,0.123,-492,-276,0.145,
4/18/2014 7:00 PM,0.123,-492,-271,0.145,
4/18/2014 8:00 PM,0.123,-487,-273,0.145,
4/18/2014 9:00 PM,0.123,-492,-273,0.145,
4/18/2014 10:00 PM,0.123,-497,-273,0.145,
4/18/2014 11:00 PM,0.123,-497,-276,0.145,
4/19/2014 12:00 AM,0.123,-502,-279,0.145,
4/19/2014 1:00 AM,0.123,-508,-279,0.145,
4/19/2014 2:00 AM,0.123,-502,-279,0.145,
4/19/2014 3:00 AM,0.123,-502,-281,0.144,
4/19/2014 4:00 AM,0.123,-502,-281,0.144,
4/19/2014 5:00 AM,0.123,-502,-281,0.144,
4/19/2014 6:00 AM,0.123,-502,-287,0.144,
4/19/2014 7:00 AM,0.123,-508,-287,0.144,
4/19/2014 8:00 AM,0.122,-508,-290,0.144,
4/19/2014 9:00 AM,0.122,-508,-290,0.144,
4/19/2014 10:00 AM,0.122,-508,-290,0.144,
4/19/2014 11:00 AM,0.122,-508,-290,0.144,
4/19/2014 12:00 PM,0.122,-502,-287,0.144,
4/19/2014 1:00 PM,0.122,-502,-287,0.144,
4/19/2014 2:00 PM,0.122,-502,-284,0.144,
4/19/2014 3:00 PM,0.122,-497,-284,0.144,
4/19/2014 4:00 PM,0.122,-497,-279,0.145,
4/19/2014 5:00 PM,0.123,-492,-276,0.145,
4/19/2014 6:00 PM,0.123,-492,-273,0.145,
4/19/2014 7:00 PM,0.122,-472,-290,0.146,
4/19/2014 8:00 PM,0.121,-472,-304,0.145,
4/19/2014 9:00 PM,0.120,-477,-313,0.145,
4/19/2014 10:00 PM,0.120,-477,-322,0.145,
4/19/2014 11:00 PM,0.120,-482,-329,0.145,
4/20/2014 12:00 AM,0.119,-482,-329,0.145,
4/20/2014 1:00 AM,0.118,-487,-335,0.145,
4/20/2014 2:00 AM,0.118,-492,-335,0.145,
4/20/2014 3:00 AM,0.118,-492,-338,0.145,
4/20/2014 4:00 AM,0.118,-497,-338,0.145,
4/20/2014 5:00 AM,0.118,-497,-342,0.145,
4/20/2014 6:00 AM,0.118,-497,-342,0.145,
4/20/2014 7:00 AM,0.118,-502,-345,0.145,
4/20/2014 8:00 AM,0.117,-502,-349,0.145,
4/20/2014 9:00 AM,0.117,-508,-349,0.145,
4/20/2014 10:00 AM,0.117,-508,-349,0.145,
4/20/2014 11:00 AM,0.117,-508,-349,0.145,
4/20/2014 12:00 PM,0.117,-508,-349,0.145,
4/20/2014 1:00 PM,0.117,-502,-345,0.145,
4/20/2014 2:00 PM,0.117,-492,-338,0.146,
4/20/2014 3:00 PM,0.118,-492,-332,0.147,
4/20/2014 4:00 PM,0.118,-487,-322,0.148,
4/20/2014 5:00 PM,0.119,-477,-319,0.150,
4/20/2014 6:00 PM,0.120,-477,-313,0.151,
4/20/2014 7:00 PM,0.120,-477,-313,0.151,
4/20/2014 8:00 PM,0.121,-477,-310,0.151,
4/20/2014 9:00 PM,0.121,-482,-313,0.151,
4/20/2014 10:00 PM,0.120,-487,-316,0.151,
4/20/2014 11:00 PM,0.120,-487,-319,0.151,
4/21/2014 12:00 AM,0.120,-492,-322,0.151,
4/21/2014 1:00 AM,0.120,-492,-325,0.151,
4/21/2014 2:00 AM,0.120,-492,-325,0.150,
4/21/2014 3:00 AM,0.120,-497,-329,0.150,
4/21/2014 4:00 AM,0.119,-502,-332,0.149,
4/21/2014 5:00 AM,0.119,-502,-332,0.149,
4/21/2014 6:00 AM,0.118,-508,-335,0.149,
4/21/2014 7:00 AM,0.118,-508,-338,0.148,
4/21/2014 8:00 AM,0.118,-513,-342,0.147,
4/21/2014 9:00 AM,0.118,-513,-342,0.147,
4/21/2014 10:00 AM,0.118,-513,-338,0.147,
4/21/2014 11:00 AM,0.117,-513,-342,0.147,
4/21/2014 12:00 PM,0.117,-508,-342,0.147,
4/21/2014 1:00 PM,0.118,-502,-335,0.147,
4/21/2014 2:00 PM,0.118,-497,-329,0.148,
4/21/2014 3:00 PM,0.118,-492,-322,0.149,
4/21/2014 4:00 PM,0.120,-487,-316,0.151,
4/21/2014 5:00 PM,0.120,-477,-310,0.151,
4/21/2014 6:00 PM,0.121,-477,-307,0.151,
4/21/2014 7:00 PM,0.122,-477,-304,0.152,
4/21/2014 8:00 PM,0.122,-472,-304,0.152,
4/21/2014 9:00 PM,0.122,-477,-307,0.152,
4/21/2014 10:00 PM,0.122,-482,-310,0.152,
4/21/2014 11:00 PM,0.122,-482,-310,0.151,
4/22/2014 12:00 AM,0.121,-487,-313,0.151,
4/22/2014 1:00 AM,0.121,-492,-316,0.151,
4/22/2014 2:00 AM,0.120,-492,-319,0.151,
4/22/2014 3:00 AM,0.120,-492,-322,0.151,
4/22/2014 4:00 AM,0.120,-497,-322,0.150,
4/22/2014 5:00 AM,0.120,-497,-325,0.149,
4/22/2014 6:00 AM,0.119,-502,-325,0.149,
4/22/2014 7:00 AM,0.119,-508,-329,0.149,
4/22/2014 8:00 AM,0.118,-508,-329,0.149,
4/22/2014 9:00 AM,0.118,-508,-329,0.148,
4/22/2014 10:00 AM,0.118,-508,-329,0.147,
4/22/2014 11:00 AM,0.118,-508,-329,0.147,
4/22/2014 12:00 PM,0.118,-502,-325,0.148,
4/22/2014 1:00 PM,0.118,-497,-319,0.148,
4/22/2014 2:00 PM,0.119,-492,-316,0.149,
4/22/2014 3:00 PM,0.120,-487,-307,0.150,
4/22/2014 4:00 PM,0.120,-487,-304,0.151,
4/22/2014 5:00 PM,0.122,-482,-298,0.151,
4/22/2014 6:00 PM,0.122,-482,-295,0.152,
4/22/2014 7:00 PM,0.122,-477,-295,0.152,
4/22/2014 8:00 PM,0.123,-482,-295,0.152,
4/22/2014 9:00 PM,0.123,-482,-295,0.152,
4/22/2014 10:00 PM,0.123,-482,-295,0.152,
4/22/2014 11:00 PM,0.123,-482,-298,0.151,
4/23/2014 12:00 AM,0.123,-487,-301,0.151,
4/23/2014 1:00 AM,0.122,-492,-301,0.151,
4/23/2014 2:00 AM,0.122,-487,-304,0.151,
4/23/2014 3:00 AM,0.122,-487,-304,0.151,
4/23/2014 4:00 AM,0.122,-492,-304,0.151,
4/23/2014 5:00 AM,0.122,-492,-307,0.150,
4/23/2014 6:00 AM,0.121,-492,-307,0.150,
4/23/2014 7:00 AM,0.121,-492,-307,0.150,
4/23/2014 8:00 AM,0.121,-492,-310,0.149,
4/23/2014 9:00 AM,0.120,-497,-310,0.149,
4/23/2014 10:00 AM,0.120,-492,-307,0.149,
4/23/2014 11:00 AM,0.120,-492,-307,0.149,
4/23/2014 12:00 PM,0.120,-487,-307,0.149,
4/23/2014 1:00 PM,0.120,-482,-301,0.149,
4/23/2014 2:00 PM,0.122,-477,-298,0.151,
4/23/2014 3:00 PM,0.122,-477,-292,0.151,
4/23/2014 4:00 PM,0.123,-472,-290,0.152,
4/23/2014 5:00 PM,0.123,-462,-281,0.153,
4/23/2014 6:00 PM,0.123,-458,-281,0.154,
4/23/2014 7:00 PM,0.123,-462,-279,0.154,
4/23/2014 8:00 PM,0.125,-458,-279,0.154,
4/23/2014 9:00 PM,0.125,-462,-281,0.154,
4/23/2014 10:00 PM,0.125,-467,-281,0.154,
4/23/2014 11:00 PM,0.125,-472,-284,0.154,
4/24/2014 12:00 AM,0.124,-477,-287,0.152,
4/24/2014 1:00 AM,0.123,-477,-287,0.152,
4/24/2014 2:00 AM,0.123,-482,-290,0.152,
4/24/2014 3:00 AM,0.123,-482,-290,0.152,
4/24/2014 4:00 AM,0.123,-482,-292,0.151,
4/24/2014 5:00 AM,0.123,-487,-295,0.151,
4/24/2014 6:00 AM,0.123,-487,-298,0.151,
4/24/2014 7:00 AM,0.122,-487,-298,0.151,
4/24/2014 8:00 AM,0.122,-492,-301,0.151,
4/24/2014 9:00 AM,0.122,-492,-301,0.150,
4/24/2014 10:00 AM,0.122,-492,-301,0.150,
4/24/2014 11:00 AM,0.122,-492,-301,0.149,
4/24/2014 12:00 PM,0.122,-487,-301,0.149,
4/24/2014 1:00 PM,0.122,-482,-298,0.149,
4/24/2014 2:00 PM,0.122,-482,-290,0.150,
4/24/2014 3:00 PM,0.123,-482,-287,0.151,
4/24/2014 4:00 PM,0.123,-472,-279,0.151,
4/24/2014 5:00 PM,0.123,-462,-279,0.153,
4/24/2014 6:00 PM,0.124,-458,-273,0.154,
4/24/2014 7:00 PM,0.125,-458,-271,0.154,
4/24/2014 8:00 PM,0.126,-458,-271,0.154,
4/24/2014 9:00 PM,0.126,-467,-273,0.154,
4/24/2014 10:00 PM,0.125,-472,-276,0.154,
4/24/2014 11:00 PM,0.125,-477,-279,0.153,
4/25/2014 12:00 AM,0.125,-477,-281,0.152,
4/25/2014 1:00 AM,0.125,-487,-284,0.152,
4/25/2014 2:00 AM,0.125,-487,-287,0.151,
4/25/2014 3:00 AM,0.124,-487,-290,0.151,
4/25/2014 4:00 AM,0.123,-487,-290,0.151,
4/25/2014 5:00 AM,0.123,-492,-295,0.151,
4/25/2014 6:00 AM,0.123,-497,-298,0.150,
4/25/2014 7:00 AM,0.123,-497,-298,0.149,
4/25/2014 8:00 AM,0.123,-502,-301,0.149,
4/25/2014 9:00 AM,0.122,-502,-301,0.149,
4/25/2014 10:00 AM,0.122,-502,-301,0.149,
4/25/2014 11:00 AM,0.122,-497,-301,0.149,
4/25/2014 12:00 PM,0.122,-497,-301,0.149,
4/25/2014 1:00 PM,0.122,-492,-295,0.149,
4/25/2014 2:00 PM,0.122,-487,-290,0.149,
4/25/2014 3:00 PM,0.123,-482,-284,0.151,
4/25/2014 4:00 PM,0.123,-477,-276,0.151,
4/25/2014 5:00 PM,0.124,-467,-271,0.153,
4/25/2014 6:00 PM,0.125,-462,-266,0.154,
4/25/2014 7:00 PM,0.126,-467,-263,0.154,
4/25/2014 8:00 PM,0.127,-462,-263,0.154,
4/25/2014 9:00 PM,0.127,-467,-266,0.154,
4/25/2014 10:00 PM,0.127,-472,-268,0.154,
4/25/2014 11:00 PM,0.127,-472,-271,0.154,
4/26/2014 12:00 AM,0.126,-477,-273,0.152,
4/26/2014 1:00 AM,0.126,-477,-276,0.152,
4/26/2014 2:00 AM,0.125,-482,-276,0.152,
4/26/2014 3:00 AM,0.125,-482,-279,0.152,
4/26/2014 4:00 AM,0.125,-487,-279,0.151,
4/26/2014 5:00 AM,0.125,-492,-281,0.151,
4/26/2014 6:00 AM,0.124,-492,-284,0.151,
4/26/2014 7:00 AM,0.123,-492,-287,0.151,
4/26/2014 8:00 AM,0.123,-497,-290,0.150,
