Measurement Time,kPa Potential,m³/m³ VWC,m³/m³ VWC,kPa Potential,None
7/21/2014 4:00 PM,-620,0.029,-0.072,-29,
7/21/2014 5:00 PM,-613,0.030,-0.084,-30,
7/21/2014 6:00 PM,-613,0.032,-0.076,-29,
7/21/2014 7:00 PM,-607,0.032,-0.073,-28,
7/21/2014 8:00 PM,-607,0.032,-0.063,-27,
7/21/2014 9:00 PM,-607,0.033,-0.061,-26,
7/21/2014 10:00 PM,-607,0.033,-0.067,-26,
7/21/2014 11:00 PM,-600,0.033,-0.066,-26,
7/22/2014 12:00 AM,-607,0.033,-0.067,-25,
7/22/2014 1:00 AM,-600,0.034,-0.069,-25,
7/22/2014 2:00 AM,-600,0.035,-0.065,-26,
7/22/2014 3:00 AM,-600,0.035,-0.063,-25,
7/22/2014 4:00 AM,-600,0.035,-0.067,-26,
7/22/2014 5:00 AM,-607,0.035,-0.067,-26,
7/22/2014 6:00 AM,-600,0.035,-0.070,-26,
7/22/2014 7:00 AM,-607,0.035,-0.071,-26,
7/22/2014 8:00 AM,-607,0.035,-0.070,-27,
7/22/2014 9:00 AM,-600,0.036,-0.070,-27,
7/22/2014 10:00 AM,-600,0.036,-0.072,-27,
7/22/2014 11:00 AM,-594,0.037,-0.075,-28,
7/22/2014 12:00 PM,-594,0.037,-0.071,-29,
7/22/2014 1:00 PM,-594,0.037,-0.066,-30,
7/22/2014 2:00 PM,-594,0.037,-0.066,-31,
7/22/2014 3:00 PM,-588,0.037,-0.064,-32,
7/22/2014 4:00 PM,-588,0.037,-0.064,-33,
7/22/2014 5:00 PM,-582,0.038,-0.065,-34,
7/22/2014 6:00 PM,-582,0.038,-0.054,-35,
7/22/2014 7:00 PM,-582,0.038,-0.049,-36,
7/22/2014 8:00 PM,-582,0.038,-0.046,-37,
7/22/2014 9:00 PM,-582,0.038,-0.042,-38,
7/22/2014 10:00 PM,-588,0.038,-0.041,-40,
7/22/2014 11:00 PM,-588,0.038,-0.039,-41,
7/23/2014 12:00 AM,-582,0.038,-0.040,-43,
7/23/2014 1:00 AM,-582,0.038,-0.041,-44,
7/23/2014 2:00 AM,-588,0.038,-0.042,-46,
7/23/2014 3:00 AM,-588,0.038,-0.042,-47,
7/23/2014 4:00 AM,-588,0.038,-0.043,-49,
7/23/2014 5:00 AM,-582,0.038,-0.045,-50,
7/23/2014 6:00 AM,-588,0.038,-0.046,-52,
7/23/2014 7:00 AM,-588,0.038,-0.047,-53,
7/23/2014 8:00 AM,-588,0.038,-0.047,-55,
7/23/2014 9:00 AM,-582,0.038,-0.044,-57,
7/23/2014 10:00 AM,-582,0.038,-0.048,-58,
7/23/2014 11:00 AM,-582,0.038,-0.052,-60,
7/23/2014 12:00 PM,-582,0.038,-0.051,-62,
7/23/2014 1:00 PM,-575,0.038,-0.047,-64,
7/23/2014 2:00 PM,-575,0.039,-0.043,-66,
7/23/2014 3:00 PM,-575,0.039,-0.043,-69,
7/23/2014 4:00 PM,-569,0.039,-0.045,-72,
7/23/2014 5:00 PM,-569,0.039,-0.048,-76,
7/23/2014 6:00 PM,-569,0.040,-0.044,-79,
7/23/2014 7:00 PM,-569,0.040,-0.032,-82,
7/23/2014 8:00 PM,-569,0.040,-0.014,-84,
7/23/2014 9:00 PM,-575,0.040,-0.017,-86,
7/23/2014 10:00 PM,-575,0.040,-0.016,-88,
7/23/2014 11:00 PM,-569,0.040,-0.017,-89,
7/24/2014 12:00 AM,-569,0.040,-0.019,-90,
7/24/2014 1:00 AM,-575,0.040,-0.019,-92,
7/24/2014 2:00 AM,-575,0.040,-0.020,-94,
7/24/2014 3:00 AM,-575,0.040,-0.023,-96,
7/24/2014 4:00 AM,-575,0.040,-0.025,-96,
7/24/2014 5:00 AM,-575,0.040,-0.028,-98,
7/24/2014 6:00 AM,-575,0.040,-0.030,-100,
7/24/2014 7:00 AM,-575,0.040,-0.031,-101,
7/24/2014 8:00 AM,-575,0.040,-0.033,-102,
7/24/2014 9:00 AM,-575,0.040,-0.034,-103,
7/24/2014 10:00 AM,-575,0.040,-0.036,-104,
7/24/2014 11:00 AM,-569,0.040,-0.038,-105,
7/24/2014 12:00 PM,-569,0.040,-0.036,-106,
7/24/2014 1:00 PM,-569,0.040,-0.036,-108,
7/24/2014 2:00 PM,-563,0.040,-0.033,-110,
7/24/2014 3:00 PM,-563,0.040,-0.034,-112,
7/24/2014 4:00 PM,-558,0.040,-0.034,-114,
7/24/2014 5:00 PM,-558,0.040,-0.035,-116,
7/24/2014 6:00 PM,-558,0.040,-0.031,-119,
7/24/2014 7:00 PM,-558,0.040,-0.027,-121,
7/24/2014 8:00 PM,-558,0.040,-0.024,-124,
7/24/2014 9:00 PM,-558,0.040,-0.020,-126,
7/24/2014 10:00 PM,-563,0.040,-0.017,-128,
7/24/2014 11:00 PM,-563,0.040,-0.019,-128,
7/25/2014 12:00 AM,-558,0.040,-0.019,-130,
7/25/2014 1:00 AM,-563,0.040,-0.023,-131,
7/25/2014 2:00 AM,-563,0.040,-0.025,-132,
7/25/2014 3:00 AM,-558,0.040,-0.025,-133,
7/25/2014 4:00 AM,-563,0.040,-0.027,-133,
7/25/2014 5:00 AM,-558,0.040,-0.030,-135,
7/25/2014 6:00 AM,-563,0.040,-0.032,-136,
7/25/2014 7:00 AM,-563,0.040,-0.034,-137,
7/25/2014 8:00 AM,-563,0.040,-0.035,-137,
7/25/2014 9:00 AM,-569,0.039,-0.039,-138,
7/25/2014 10:00 AM,-563,0.039,-0.041,-139,
7/25/2014 11:00 AM,-563,0.039,-0.043,-140,
7/25/2014 12:00 PM,-558,0.039,-0.040,-142,
7/25/2014 1:00 PM,-558,0.039,-0.039,-143,
7/25/2014 2:00 PM,-552,0.039,-0.034,-144,
7/25/2014 3:00 PM,-558,0.039,-0.032,-145,
7/25/2014 4:00 PM,-552,0.039,-0.036,-148,
7/25/2014 5:00 PM,-546,0.039,-0.038,-152,
7/25/2014 6:00 PM,-546,0.040,-0.034,-157,
7/25/2014 7:00 PM,-546,0.040,-0.024,-162,
7/25/2014 8:00 PM,-552,0.040,-0.014,-164,
7/25/2014 9:00 PM,-546,0.040,-0.002,-166,
7/25/2014 10:00 PM,-546,0.040,0.003,-169,
7/25/2014 11:00 PM,-552,0.040,0.002,-170,
7/26/2014 12:00 AM,-546,0.040,-0.001,-172,
7/26/2014 1:00 AM,-552,0.040,-0.002,-173,
7/26/2014 2:00 AM,-552,0.040,-0.004,-177,
7/26/2014 3:00 AM,-552,0.039,-0.006,-177,
7/26/2014 4:00 AM,-552,0.039,-0.010,-178,
7/26/2014 5:00 AM,-552,0.039,-0.014,-178,
7/26/2014 6:00 AM,-552,0.039,-0.017,-180,
7/26/2014 7:00 AM,-558,0.039,-0.017,-180,
7/26/2014 8:00 AM,-552,0.039,-0.019,-181,
7/26/2014 9:00 AM,-552,0.039,-0.024,-181,
7/26/2014 10:00 AM,-552,0.039,-0.027,-183,
7/26/2014 11:00 AM,-546,0.038,-0.024,-185,
7/26/2014 12:00 PM,-546,0.038,-0.015,-186,
7/26/2014 1:00 PM,-546,0.038,-0.017,-190,
7/26/2014 2:00 PM,-546,0.038,-0.005,-193,
7/26/2014 3:00 PM,-540,0.038,-0.003,-197,
7/26/2014 4:00 PM,-540,0.038,0.000,-201,
7/26/2014 5:00 PM,-535,0.039,-0.001,-206,
7/26/2014 6:00 PM,-535,0.039,0.000,-210,
7/26/2014 7:00 PM,-540,0.039,0.008,-216,
7/26/2014 8:00 PM,-535,0.039,0.010,-220,
7/26/2014 9:00 PM,-540,0.039,0.015,-224,
7/26/2014 10:00 PM,-540,0.039,0.016,-228,
7/26/2014 11:00 PM,-540,0.039,0.017,-233,
7/27/2014 12:00 AM,-540,0.039,0.017,-237,
7/27/2014 1:00 AM,-540,0.039,0.013,-239,
7/27/2014 2:00 AM,-540,0.039,0.012,-241,
7/27/2014 3:00 AM,-540,0.039,0.009,-244,
7/27/2014 4:00 AM,-546,0.038,0.010,-246,
7/27/2014 5:00 AM,-540,0.038,0.009,-248,
7/27/2014 6:00 AM,-546,0.038,0.006,-251,
7/27/2014 7:00 AM,-540,0.038,0.002,-253,
7/27/2014 8:00 AM,-546,0.038,-0.002,-256,
7/27/2014 9:00 AM,-546,0.038,-0.005,-258,
7/27/2014 10:00 AM,-540,0.038,-0.008,-258,
7/27/2014 11:00 AM,-535,0.038,-0.007,-263,
7/27/2014 12:00 PM,-540,0.038,-0.006,-266,
7/27/2014 1:00 PM,-535,0.038,-0.007,-271,
7/27/2014 2:00 PM,-535,0.038,0.004,-279,
7/27/2014 3:00 PM,-540,0.038,0.010,-284,
7/27/2014 4:00 PM,-529,0.038,0.024,-290,
7/27/2014 5:00 PM,-529,0.038,0.026,-298,
7/27/2014 6:00 PM,-524,0.038,0.023,-304,
7/27/2014 7:00 PM,-524,0.038,0.023,-310,
7/27/2014 8:00 PM,-529,0.038,0.022,-316,
7/27/2014 9:00 PM,-529,0.038,0.019,-322,
7/27/2014 10:00 PM,-535,0.038,0.021,-325,
7/27/2014 11:00 PM,-529,0.038,0.025,-329,
7/28/2014 12:00 AM,-529,0.038,0.027,-335,
7/28/2014 1:00 AM,-535,0.038,0.028,-338,
7/28/2014 2:00 AM,-535,0.038,0.027,-342,
7/28/2014 3:00 AM,-535,0.038,0.027,-349,
7/28/2014 4:00 AM,-535,0.038,0.026,-352,
7/28/2014 5:00 AM,-535,0.038,0.025,-356,
7/28/2014 6:00 AM,-535,0.038,0.023,-359,
7/28/2014 7:00 AM,-535,0.038,0.024,-363,
7/28/2014 8:00 AM,-540,0.038,0.026,-366,
7/28/2014 9:00 AM,-540,0.038,0.025,-370,
7/28/2014 10:00 AM,-540,0.037,0.022,-370,
7/28/2014 11:00 AM,-535,0.037,0.020,-374,
7/28/2014 12:00 PM,-535,0.037,0.016,-381,
7/28/2014 1:00 PM,-540,0.037,0.015,-385,
7/28/2014 2:00 PM,-535,0.037,0.015,-385,
7/28/2014 3:00 PM,-529,0.037,0.010,-389,
7/28/2014 4:00 PM,-529,0.037,0.008,-401,
7/28/2014 5:00 PM,-529,0.037,0.007,-409,
7/28/2014 6:00 PM,-535,0.037,0.009,-413,
7/28/2014 7:00 PM,-535,0.037,0.009,-422,
7/28/2014 8:00 PM,-535,0.037,0.012,-422,
7/28/2014 9:00 PM,-529,0.037,0.021,-426,
7/28/2014 10:00 PM,-535,0.037,0.022,-426,
7/28/2014 11:00 PM,-535,0.037,0.023,-431,
7/29/2014 12:00 AM,-535,0.037,0.026,-431,
7/29/2014 1:00 AM,-540,0.037,0.025,-435,
7/29/2014 2:00 AM,-540,0.037,0.026,-439,
7/29/2014 3:00 AM,-540,0.037,0.022,-444,
7/29/2014 4:00 AM,-540,0.036,0.020,-448,
7/29/2014 5:00 AM,-540,0.036,0.017,-448,
7/29/2014 6:00 AM,-540,0.035,0.016,-453,
7/29/2014 7:00 AM,-540,0.035,0.012,-458,
7/29/2014 8:00 AM,-540,0.035,0.013,-462,
7/29/2014 9:00 AM,-540,0.035,0.015,-462,
7/29/2014 10:00 AM,-535,0.035,0.011,-462,
7/29/2014 11:00 AM,-535,0.035,0.013,-467,
7/29/2014 12:00 PM,-535,0.035,0.015,-472,
7/29/2014 1:00 PM,-535,0.035,0.018,-477,
7/29/2014 2:00 PM,-529,0.035,0.023,-482,
7/29/2014 3:00 PM,-529,0.035,0.026,-487,
7/29/2014 4:00 PM,-524,0.035,0.025,-487,
7/29/2014 5:00 PM,-524,0.035,0.028,-492,
7/29/2014 6:00 PM,-529,0.035,0.028,-497,
7/29/2014 7:00 PM,-529,0.035,0.032,-502,
7/29/2014 8:00 PM,-529,0.035,0.032,-508,
7/29/2014 9:00 PM,-529,0.035,0.035,-513,
7/29/2014 10:00 PM,-529,0.035,0.032,-518,
7/29/2014 11:00 PM,-535,0.035,0.032,-524,
7/30/2014 12:00 AM,-535,0.035,0.033,-524,
7/30/2014 1:00 AM,-529,0.035,0.036,-529,
7/30/2014 2:00 AM,-535,0.035,0.038,-535,
7/30/2014 3:00 AM,-529,0.034,0.037,-540,
7/30/2014 4:00 AM,-535,0.034,0.035,-540,
7/30/2014 5:00 AM,-529,0.034,0.030,-546,
7/30/2014 6:00 AM,-535,0.034,0.032,-552,
7/30/2014 7:00 AM,-535,0.034,0.026,-552,
7/30/2014 8:00 AM,-535,0.033,0.025,-558,
7/30/2014 9:00 AM,-535,0.033,0.025,-563,
7/30/2014 10:00 AM,-535,0.033,0.023,-563,
7/30/2014 11:00 AM,-529,0.033,0.023,-563,
7/30/2014 12:00 PM,-529,0.033,0.025,-569,
7/30/2014 1:00 PM,-529,0.033,0.026,-569,
7/30/2014 2:00 PM,-529,0.033,0.026,-582,
7/30/2014 3:00 PM,-535,0.033,0.038,-582,
7/30/2014 4:00 PM,-535,0.033,0.038,-588,
7/30/2014 5:00 PM,-529,0.033,0.038,-607,
7/30/2014 6:00 PM,-535,0.033,0.041,-607,
7/30/2014 7:00 PM,-535,0.033,0.048,-607,
7/30/2014 8:00 PM,-529,0.033,0.048,-613,
7/30/2014 9:00 PM,-529,0.033,0.049,-620,
7/30/2014 10:00 PM,-535,0.033,0.049,-626,
7/30/2014 11:00 PM,-529,0.033,0.047,-626,
7/31/2014 12:00 AM,-529,0.033,0.045,-633,
7/31/2014 1:00 AM,-529,0.033,0.040,-633,
7/31/2014 2:00 AM,-535,0.033,0.040,-633,
7/31/2014 3:00 AM,-529,0.033,0.037,-640,
7/31/2014 4:00 AM,-535,0.032,0.038,-647,
7/31/2014 5:00 AM,-535,0.032,0.038,-647,
7/31/2014 6:00 AM,-535,0.032,0.038,-647,
7/31/2014 7:00 AM,-540,0.032,0.037,-654,
7/31/2014 8:00 AM,-540,0.032,0.037,-654,
7/31/2014 9:00 AM,-535,0.032,0.036,-661,
7/31/2014 10:00 AM,-535,0.032,0.035,-661,
7/31/2014 11:00 AM,-540,0.032,0.034,-661,
7/31/2014 12:00 PM,-540,0.032,0.030,-661,
7/31/2014 1:00 PM,-535,0.032,0.026,-661,
7/31/2014 2:00 PM,-529,0.032,0.029,-661,
7/31/2014 3:00 PM,-535,0.032,0.035,-661,
7/31/2014 4:00 PM,-535,0.032,0.037,-675,
7/31/2014 5:00 PM,-535,0.032,0.036,-682,
7/31/2014 6:00 PM,-535,0.032,0.038,-690,
7/31/2014 7:00 PM,-535,0.032,0.041,-690,
7/31/2014 8:00 PM,-540,0.032,0.042,-690,
7/31/2014 9:00 PM,-535,0.032,0.043,-690,
7/31/2014 10:00 PM,-540,0.032,0.043,-690,
7/31/2014 11:00 PM,-540,0.032,0.042,-697,
8/1/2014 12:00 AM,-540,0.032,0.042,-697,
8/1/2014 1:00 AM,-540,0.032,0.042,-697,
8/1/2014 2:00 AM,-540,0.032,0.038,-705,
8/1/2014 3:00 AM,-540,0.032,0.036,-705,
8/1/2014 4:00 AM,-540,0.032,0.034,-705,
8/1/2014 5:00 AM,-540,0.031,0.034,-705,
8/1/2014 6:00 AM,-540,0.031,0.034,-712,
8/1/2014 7:00 AM,-546,0.030,0.032,-712,
8/1/2014 8:00 AM,-546,0.030,0.033,-712,
8/1/2014 9:00 AM,-546,0.030,0.031,-712,
8/1/2014 10:00 AM,-546,0.030,0.027,-712,
8/1/2014 11:00 AM,-540,0.030,0.024,-712,
8/1/2014 12:00 PM,-546,0.030,0.025,-712,
8/1/2014 1:00 PM,-546,0.030,0.026,-712,
8/1/2014 2:00 PM,-540,0.030,0.027,-712,
8/1/2014 3:00 PM,-540,0.030,0.030,-720,
8/1/2014 4:00 PM,-540,0.030,0.031,-720,
8/1/2014 5:00 PM,-540,0.030,0.034,-720,
8/1/2014 6:00 PM,-540,0.030,0.036,-728,
8/1/2014 7:00 PM,-535,0.030,0.038,-728,
8/1/2014 8:00 PM,-540,0.030,0.038,-728,
8/1/2014 9:00 PM,-540,0.030,0.036,-3313,
8/1/2014 10:00 PM,-546,0.030,0.033,-2405,
8/1/2014 11:00 PM,-546,0.030,0.039,-736,
8/2/2014 12:00 AM,-546,0.030,0.039,-736,
8/2/2014 1:00 AM,-540,0.029,0.039,-736,
8/2/2014 2:00 AM,-546,0.029,0.039,-736,
8/2/2014 3:00 AM,-546,0.029,0.037,-736,
8/2/2014 4:00 AM,-546,0.029,0.038,-736,
8/2/2014 5:00 AM,-546,0.028,0.037,-736,
8/2/2014 6:00 AM,-546,0.028,0.038,-744,
8/2/2014 7:00 AM,-546,0.028,0.036,-744,
8/2/2014 8:00 AM,-546,0.028,0.037,-744,
8/2/2014 9:00 AM,-546,0.028,0.037,-744,
8/2/2014 10:00 AM,-552,0.028,0.037,-744,
8/2/2014 11:00 AM,-546,0.028,0.037,-744,
8/2/2014 12:00 PM,-546,0.028,0.034,-744,
8/2/2014 1:00 PM,-546,0.028,0.031,-744,
8/2/2014 2:00 PM,-552,0.028,0.030,-744,
8/2/2014 3:00 PM,-546,0.028,0.036,-744,
8/2/2014 4:00 PM,-546,0.028,0.040,-752,
8/2/2014 5:00 PM,-546,0.028,0.044,-752,
8/2/2014 6:00 PM,-546,0.028,0.046,-752,
8/2/2014 7:00 PM,-546,0.028,0.045,-752,
8/2/2014 8:00 PM,-546,0.028,0.148,-84,
8/2/2014 9:00 PM,-546,0.028,0.246,-20,
8/2/2014 10:00 PM,-546,0.028,0.283,-20,
8/2/2014 11:00 PM,-552,0.028,0.281,-22,
8/3/2014 12:00 AM,-552,0.028,0.264,-24,
8/3/2014 1:00 AM,-552,0.028,0.259,-26,
8/3/2014 2:00 AM,-575,0.028,0.242,-41,
8/3/2014 3:00 AM,-575,0.028,0.224,-29,
8/3/2014 4:00 AM,-575,0.028,0.224,-31,
8/3/2014 5:00 AM,-575,0.028,0.223,-33,
8/3/2014 6:00 AM,-575,0.028,0.214,-35,
8/3/2014 7:00 AM,-582,0.028,0.213,-38,
8/3/2014 8:00 AM,-582,0.028,0.214,-41,
8/3/2014 9:00 AM,-582,0.028,0.213,-44,
8/3/2014 10:00 AM,-582,0.028,0.228,-47,
8/3/2014 11:00 AM,-575,0.028,0.250,-50,
8/3/2014 12:00 PM,-569,0.028,0.231,-54,
8/3/2014 1:00 PM,-575,0.028,0.213,-58,
8/3/2014 2:00 PM,-569,0.028,0.221,-63,
8/3/2014 3:00 PM,-569,0.028,0.202,-67,
8/3/2014 4:00 PM,-569,0.028,0.209,-73,
8/3/2014 5:00 PM,-575,0.028,0.213,-78,
8/3/2014 6:00 PM,-569,0.028,0.245,-82,
8/3/2014 7:00 PM,-569,0.028,0.231,-86,
8/3/2014 8:00 PM,-569,0.028,0.224,-88,
8/3/2014 9:00 PM,-569,0.028,0.214,-91,
8/3/2014 10:00 PM,-569,0.028,0.219,-93,
8/3/2014 11:00 PM,-569,0.028,0.216,-96,
8/4/2014 12:00 AM,-569,0.028,0.232,-97,
8/4/2014 1:00 AM,-569,0.028,0.256,-99,
8/4/2014 2:00 AM,-575,0.028,0.253,-101,
8/4/2014 3:00 AM,-575,0.028,0.257,-102,
8/4/2014 4:00 AM,-575,0.028,0.262,-104,
8/4/2014 5:00 AM,-575,0.027,0.242,-105,
8/4/2014 6:00 AM,-575,0.027,0.239,-107,
8/4/2014 7:00 AM,-575,0.027,0.231,-109,
8/4/2014 8:00 AM,-575,0.027,0.220,-110,
8/4/2014 9:00 AM,-575,0.027,0.219,-111,
8/4/2014 10:00 AM,-569,0.026,0.201,-113,
8/4/2014 11:00 AM,-569,0.026,0.201,-115,
8/4/2014 12:00 PM,-569,0.026,0.185,-118,
8/4/2014 1:00 PM,-569,0.026,0.206,-120,
8/4/2014 2:00 PM,-563,0.026,0.213,-124,
8/4/2014 3:00 PM,-569,0.027,0.219,-126,
8/4/2014 4:00 PM,-569,0.027,0.227,-128,
8/4/2014 5:00 PM,-563,0.027,0.230,-130,
8/4/2014 6:00 PM,-569,0.027,0.234,-135,
8/4/2014 7:00 PM,-569,0.027,0.247,-139,
8/4/2014 8:00 PM,-569,0.027,0.251,-143,
8/4/2014 9:00 PM,-569,0.027,0.261,-144,
8/4/2014 10:00 PM,-569,0.027,0.259,-147,
8/4/2014 11:00 PM,-569,0.027,0.259,-149,
8/5/2014 12:00 AM,-569,0.027,0.256,-149,
8/5/2014 1:00 AM,-569,0.027,0.253,-151,
8/5/2014 2:00 AM,-569,0.027,0.248,-153,
8/5/2014 3:00 AM,-569,0.026,0.249,-153,
8/5/2014 4:00 AM,-575,0.026,0.241,-155,
8/5/2014 5:00 AM,-569,0.026,0.236,-156,
8/5/2014 6:00 AM,-575,0.026,0.247,-157,
8/5/2014 7:00 AM,-575,0.026,0.233,-157,
8/5/2014 8:00 AM,-575,0.026,0.237,-159,
8/5/2014 9:00 AM,-569,0.026,0.225,-160,
8/5/2014 10:00 AM,-569,0.026,0.230,-162,
8/5/2014 11:00 AM,-569,0.026,0.231,-163,
8/5/2014 12:00 PM,-569,0.026,0.226,-166,
8/5/2014 1:00 PM,-575,0.026,0.235,-170,
8/5/2014 2:00 PM,-569,0.026,0.235,-175,
8/5/2014 3:00 PM,-563,0.026,0.247,-178,
8/5/2014 4:00 PM,-569,0.026,0.245,-181,
8/5/2014 5:00 PM,-558,0.026,0.244,-185,
8/5/2014 6:00 PM,-563,0.026,0.249,-190,
8/5/2014 7:00 PM,-563,0.026,0.249,-195,
8/5/2014 8:00 PM,-569,0.026,0.253,-201,
8/5/2014 9:00 PM,-569,0.026,0.254,-204,
8/5/2014 10:00 PM,-575,0.026,0.265,-208,
8/5/2014 11:00 PM,-588,0.026,0.270,-210,
8/6/2014 12:00 AM,-594,0.026,0.261,-214,
8/6/2014 1:00 AM,-594,0.026,0.264,-214,
8/6/2014 2:00 AM,-588,0.026,0.260,-218,
8/6/2014 3:00 AM,-588,0.026,0.253,-220,
8/6/2014 4:00 AM,-588,0.026,0.253,-222,
8/6/2014 5:00 AM,-588,0.026,0.253,-224,
8/6/2014 6:00 AM,-594,0.026,0.243,-224,
8/6/2014 7:00 AM,-594,0.026,0.242,-226,
8/6/2014 8:00 AM,-588,0.026,0.237,-228,
8/6/2014 9:00 AM,-588,0.026,0.238,-230,
8/6/2014 10:00 AM,-588,0.026,0.237,-233,
8/6/2014 11:00 AM,-582,0.026,0.230,-237,
8/6/2014 12:00 PM,-588,0.026,0.226,-241,
8/6/2014 1:00 PM,-588,0.026,0.229,-246,
8/6/2014 2:00 PM,-588,0.026,0.236,-253,
8/6/2014 3:00 PM,-594,0.026,0.241,-86,
8/6/2014 4:00 PM,-594,0.026,0.240,-21,
8/6/2014 5:00 PM,-594,0.026,0.239,-21,
8/6/2014 6:00 PM,-594,0.026,0.238,-23,
8/6/2014 7:00 PM,-588,0.026,0.237,-26,
8/6/2014 8:00 PM,-594,0.026,0.237,-28,
8/6/2014 9:00 PM,-594,0.026,0.236,-30,
8/6/2014 10:00 PM,-594,0.026,0.237,-32,
8/6/2014 11:00 PM,-588,0.026,0.241,-34,
8/7/2014 12:00 AM,-588,0.026,0.237,-36,
8/7/2014 1:00 AM,-588,0.026,0.235,-39,
8/7/2014 2:00 AM,-588,0.026,0.230,-41,
8/7/2014 3:00 AM,-594,0.026,0.224,-44,
8/7/2014 4:00 AM,-594,0.026,0.223,-46,
8/7/2014 5:00 AM,-588,0.026,0.216,-49,
8/7/2014 6:00 AM,-588,0.026,0.213,-53,
8/7/2014 7:00 AM,-594,0.026,0.209,-55,
8/7/2014 8:00 AM,-594,0.026,0.207,-59,
8/7/2014 9:00 AM,-594,0.026,0.204,-61,
8/7/2014 10:00 AM,-588,0.026,0.202,-64,
8/7/2014 11:00 AM,-588,0.026,0.205,-68,
8/7/2014 12:00 PM,-588,0.026,0.202,-74,
8/7/2014 1:00 PM,-582,0.026,0.207,-78,
8/7/2014 2:00 PM,-582,0.026,0.216,-84,
8/7/2014 3:00 PM,-588,0.026,0.216,-88,
8/7/2014 4:00 PM,-588,0.026,0.221,-93,
8/7/2014 5:00 PM,-582,0.026,0.222,-99,
8/7/2014 6:00 PM,-582,0.026,0.226,-105,
8/7/2014 7:00 PM,-588,0.026,0.234,-109,
8/7/2014 8:00 PM,-588,0.026,0.239,-112,
8/7/2014 9:00 PM,-582,0.026,0.238,-115,
8/7/2014 10:00 PM,-582,0.026,0.240,-118,
8/7/2014 11:00 PM,-582,0.026,0.240,-120,
8/8/2014 12:00 AM,-582,0.026,0.239,-122,
8/8/2014 1:00 AM,-588,0.026,0.237,-125,
8/8/2014 2:00 AM,-588,0.026,0.233,-126,
8/8/2014 3:00 AM,-582,0.026,0.230,-128,
8/8/2014 4:00 AM,-588,0.026,0.230,-129,
8/8/2014 5:00 AM,-588,0.026,0.229,-130,
8/8/2014 6:00 AM,-594,0.026,0.226,-131,
8/8/2014 7:00 AM,-594,0.026,0.225,-133,
