Measurement Time,m³/m³ VWC,Potential kPa,Potential kPa,m³/m³ VWC,None
4/11/2011 12:30 PM,0.071,-462,-712,0.053,
4/11/2011 1:00 PM,0.071,-462,-712,0.053,
4/11/2011 1:30 PM,0.071,-453,-712,0.054,
4/11/2011 2:00 PM,0.071,-448,-705,0.054,
4/11/2011 2:30 PM,0.071,-444,-705,0.054,
4/11/2011 3:00 PM,0.071,-444,-705,0.054,
4/11/2011 3:30 PM,0.071,-448,-705,0.054,
4/11/2011 4:00 PM,0.071,-448,-705,0.054,
4/11/2011 4:30 PM,0.071,-448,-705,0.054,
4/11/2011 5:00 PM,0.071,-448,-705,0.054,
4/11/2011 5:30 PM,0.071,-453,-705,0.054,
4/11/2011 6:00 PM,0.071,-453,-705,0.054,
4/11/2011 6:30 PM,0.071,-458,-705,0.054,
4/11/2011 7:00 PM,0.071,-462,-705,0.054,
4/11/2011 7:30 PM,0.071,-462,-705,0.054,
4/11/2011 8:00 PM,0.071,-467,-705,0.054,
4/11/2011 8:30 PM,0.071,-472,-705,0.054,
4/11/2011 9:00 PM,0.071,-477,-705,0.054,
4/11/2011 9:30 PM,0.071,-477,-705,0.054,
4/11/2011 10:00 PM,0.071,-482,-712,0.054,
4/11/2011 10:30 PM,0.071,-482,-712,0.054,
4/11/2011 11:00 PM,0.071,-482,-712,0.054,
4/11/2011 11:30 PM,0.071,-482,-712,0.054,
4/12/2011 12:00 AM,0.071,-482,-712,0.054,
4/12/2011 12:30 AM,0.071,-487,-712,0.054,
4/12/2011 1:00 AM,0.071,-487,-712,0.053,
4/12/2011 1:30 AM,0.071,-487,-712,0.053,
4/12/2011 2:00 AM,0.071,-487,-712,0.053,
4/12/2011 2:30 AM,0.071,-487,-712,0.053,
4/12/2011 3:00 AM,0.071,-487,-712,0.052,
4/12/2011 3:30 AM,0.071,-492,-712,0.052,
4/12/2011 4:00 AM,0.071,-492,-712,0.052,
4/12/2011 4:30 AM,0.070,-487,-712,0.052,
4/12/2011 5:00 AM,0.070,-492,-712,0.052,
4/12/2011 5:30 AM,0.070,-492,-720,0.052,
4/12/2011 6:00 AM,0.070,-492,-712,0.052,
4/12/2011 6:30 AM,0.070,-492,-712,0.052,
4/12/2011 7:00 AM,0.070,-492,-720,0.052,
4/12/2011 7:30 AM,0.070,-497,-720,0.051,
4/12/2011 8:00 AM,0.070,-492,-720,0.051,
4/12/2011 8:30 AM,0.069,-497,-712,0.051,
4/12/2011 9:00 AM,0.069,-492,-712,0.051,
4/12/2011 9:30 AM,0.069,-492,-720,0.051,
4/12/2011 10:00 AM,0.069,-487,-720,0.051,
4/12/2011 10:30 AM,0.069,-492,-720,0.051,
4/12/2011 11:00 AM,0.069,-487,-712,0.051,
4/12/2011 11:30 AM,0.069,-487,-712,0.051,
4/12/2011 12:00 PM,0.069,-482,-712,0.051,
4/12/2011 12:30 PM,0.069,-482,-712,0.051,
4/12/2011 1:00 PM,0.069,-477,-712,0.051,
4/12/2011 1:30 PM,0.069,-472,-712,0.052,
4/12/2011 2:00 PM,0.069,-467,-712,0.052,
4/12/2011 2:30 PM,0.069,-472,-712,0.052,
4/12/2011 3:00 PM,0.069,-472,-712,0.052,
4/12/2011 3:30 PM,0.069,-472,-705,0.052,
4/12/2011 4:00 PM,0.069,-472,-705,0.053,
4/12/2011 4:30 PM,0.069,-472,-705,0.053,
4/12/2011 5:00 PM,0.069,-467,-705,0.053,
4/12/2011 5:30 PM,0.069,-467,-705,0.053,
4/12/2011 6:00 PM,0.069,-467,-705,0.053,
4/12/2011 6:30 PM,0.069,-467,-705,0.053,
4/12/2011 7:00 PM,0.069,-472,-705,0.053,
4/12/2011 7:30 PM,0.069,-472,-705,0.053,
4/12/2011 8:00 PM,0.069,-477,-705,0.053,
4/12/2011 8:30 PM,0.069,-477,-705,0.053,
4/12/2011 9:00 PM,0.069,-482,-705,0.053,
4/12/2011 9:30 PM,0.069,-482,-705,0.053,
4/12/2011 10:00 PM,0.069,-487,-705,0.053,
4/12/2011 10:30 PM,0.069,-487,-705,0.053,
4/12/2011 11:00 PM,0.069,-487,-705,0.052,
4/12/2011 11:30 PM,0.069,-482,-705,0.052,
4/13/2011 12:00 AM,0.069,-482,-705,0.052,
4/13/2011 12:30 AM,0.069,-482,-705,0.052,
4/13/2011 1:00 AM,0.069,-482,-705,0.052,
4/13/2011 1:30 AM,0.069,-482,-712,0.052,
4/13/2011 2:00 AM,0.069,-487,-712,0.052,
4/13/2011 2:30 AM,0.069,-487,-712,0.052,
4/13/2011 3:00 AM,0.069,-487,-712,0.052,
4/13/2011 3:30 AM,0.069,-487,-712,0.052,
4/13/2011 4:00 AM,0.069,-492,-712,0.052,
4/13/2011 4:30 AM,0.069,-492,-712,0.051,
4/13/2011 5:00 AM,0.069,-492,-712,0.051,
4/13/2011 5:30 AM,0.069,-492,-712,0.051,
4/13/2011 6:00 AM,0.069,-492,-712,0.051,
4/13/2011 6:30 AM,0.069,-497,-712,0.051,
4/13/2011 7:00 AM,0.069,-497,-712,0.050,
4/13/2011 7:30 AM,0.069,-497,-712,0.050,
4/13/2011 8:00 AM,0.069,-502,-712,0.050,
4/13/2011 8:30 AM,0.069,-497,-712,0.050,
4/13/2011 9:00 AM,0.069,-497,-712,0.050,
4/13/2011 9:30 AM,0.069,-497,-712,0.050,
4/13/2011 10:00 AM,0.069,-492,-712,0.050,
4/13/2011 10:30 AM,0.068,-492,-712,0.050,
4/13/2011 11:00 AM,0.068,-487,-705,0.050,
4/13/2011 11:30 AM,0.068,-482,-712,0.050,
4/13/2011 12:00 PM,0.068,-482,-705,0.050,
4/13/2011 12:30 PM,0.068,-482,-705,0.050,
4/13/2011 1:00 PM,0.068,-472,-705,0.050,
4/13/2011 1:30 PM,0.068,-472,-705,0.050,
4/13/2011 2:00 PM,0.068,-467,-705,0.051,
4/13/2011 2:30 PM,0.069,-462,-705,0.051,
4/13/2011 3:00 PM,0.069,-467,-705,0.052,
4/13/2011 3:30 PM,0.069,-462,-705,0.052,
4/13/2011 4:00 PM,0.069,-462,-705,0.052,
4/13/2011 4:30 PM,0.069,-467,-705,0.052,
4/13/2011 5:00 PM,0.069,-467,-705,0.052,
4/13/2011 5:30 PM,0.069,-467,-705,0.052,
4/13/2011 6:00 PM,0.069,-472,-705,0.052,
4/13/2011 6:30 PM,0.069,-472,-705,0.052,
4/13/2011 7:00 PM,0.069,-477,-705,0.052,
4/13/2011 7:30 PM,0.069,-472,-705,0.052,
4/13/2011 8:00 PM,0.069,-477,-705,0.052,
4/13/2011 8:30 PM,0.069,-482,-705,0.052,
4/13/2011 9:00 PM,0.069,-477,-705,0.052,
4/13/2011 9:30 PM,0.069,-482,-712,0.052,
4/13/2011 10:00 PM,0.069,-487,-712,0.052,
4/13/2011 10:30 PM,0.069,-487,-712,0.052,
4/13/2011 11:00 PM,0.069,-487,-712,0.051,
4/13/2011 11:30 PM,0.069,-487,-712,0.051,
4/14/2011 12:00 AM,0.069,-492,-712,0.051,
4/14/2011 12:30 AM,0.069,-492,-712,0.050,
4/14/2011 1:00 AM,0.069,-487,-712,0.050,
4/14/2011 1:30 AM,0.069,-492,-712,0.050,
4/14/2011 2:00 AM,0.069,-492,-712,0.050,
4/14/2011 2:30 AM,0.069,-492,-712,0.050,
4/14/2011 3:00 AM,0.068,-492,-712,0.050,
4/14/2011 3:30 AM,0.068,-497,-712,0.050,
4/14/2011 4:00 AM,0.068,-497,-712,0.050,
4/14/2011 4:30 AM,0.068,-497,-712,0.050,
4/14/2011 5:00 AM,0.068,-497,-712,0.050,
4/14/2011 5:30 AM,0.068,-502,-712,0.050,
4/14/2011 6:00 AM,0.068,-502,-712,0.049,
4/14/2011 6:30 AM,0.067,-502,-720,0.049,
4/14/2011 7:00 AM,0.067,-508,-720,0.049,
4/14/2011 7:30 AM,0.067,-508,-720,0.049,
4/14/2011 8:00 AM,0.067,-508,-720,0.049,
4/14/2011 8:30 AM,0.067,-508,-720,0.049,
4/14/2011 9:00 AM,0.067,-508,-712,0.049,
4/14/2011 9:30 AM,0.067,-508,-712,0.049,
4/14/2011 10:00 AM,0.067,-502,-712,0.049,
4/14/2011 10:30 AM,0.067,-502,-712,0.049,
4/14/2011 11:00 AM,0.067,-497,-712,0.049,
4/14/2011 11:30 AM,0.067,-492,-712,0.049,
4/14/2011 12:00 PM,0.067,-487,-712,0.049,
4/14/2011 12:30 PM,0.067,-482,-712,0.049,
4/14/2011 1:00 PM,0.067,-477,-712,0.049,
4/14/2011 1:30 PM,0.067,-477,-712,0.049,
4/14/2011 2:00 PM,0.067,-477,-712,0.050,
4/14/2011 2:30 PM,0.067,-482,-712,0.050,
4/14/2011 3:00 PM,0.067,-477,-712,0.050,
4/14/2011 3:30 PM,0.067,-477,-705,0.050,
4/14/2011 4:00 PM,0.067,-467,-705,0.051,
4/14/2011 4:30 PM,0.067,-472,-705,0.051,
4/14/2011 5:00 PM,0.067,-472,-705,0.051,
4/14/2011 5:30 PM,0.067,-482,-705,0.051,
4/14/2011 6:00 PM,0.067,-482,-705,0.051,
4/14/2011 6:30 PM,0.067,-482,-705,0.051,
4/14/2011 7:00 PM,0.067,-482,-712,0.051,
4/14/2011 7:30 PM,0.067,-482,-712,0.051,
4/14/2011 8:00 PM,0.067,-482,-712,0.051,
4/14/2011 8:30 PM,0.067,-482,-712,0.050,
4/14/2011 9:00 PM,0.067,-492,-712,0.050,
4/14/2011 9:30 PM,0.067,-492,-712,0.050,
4/14/2011 10:00 PM,0.067,-492,-712,0.050,
4/14/2011 10:30 PM,0.067,-492,-712,0.050,
4/14/2011 11:00 PM,0.067,-492,-712,0.050,
4/14/2011 11:30 PM,0.067,-492,-712,0.050,
4/15/2011 12:00 AM,0.067,-492,-712,0.050,
4/15/2011 12:30 AM,0.067,-492,-712,0.050,
4/15/2011 1:00 AM,0.067,-497,-712,0.049,
4/15/2011 1:30 AM,0.067,-497,-712,0.049,
4/15/2011 2:00 AM,0.067,-497,-712,0.049,
4/15/2011 2:30 AM,0.067,-502,-720,0.049,
4/15/2011 3:00 AM,0.067,-502,-720,0.049,
4/15/2011 3:30 AM,0.067,-502,-720,0.049,
4/15/2011 4:00 AM,0.067,-508,-720,0.049,
4/15/2011 4:30 AM,0.067,-513,-720,0.049,
4/15/2011 5:00 AM,0.067,-513,-720,0.049,
4/15/2011 5:30 AM,0.067,-513,-720,0.049,
4/15/2011 6:00 AM,0.067,-513,-720,0.049,
4/15/2011 6:30 AM,0.067,-513,-720,0.048,
4/15/2011 7:00 AM,0.066,-513,-720,0.048,
4/15/2011 7:30 AM,0.066,-513,-728,0.048,
4/15/2011 8:00 AM,0.066,-513,-728,0.047,
4/15/2011 8:30 AM,0.066,-513,-720,0.047,
4/15/2011 9:00 AM,0.066,-513,-720,0.047,
4/15/2011 9:30 AM,0.066,-513,-720,0.047,
4/15/2011 10:00 AM,0.066,-508,-720,0.047,
4/15/2011 10:30 AM,0.066,-508,-720,0.047,
4/15/2011 11:00 AM,0.066,-508,-720,0.047,
4/15/2011 11:30 AM,0.066,-497,-720,0.047,
4/15/2011 12:00 PM,0.066,-492,-720,0.047,
4/15/2011 12:30 PM,0.066,-492,-720,0.047,
4/15/2011 1:00 PM,0.066,-482,-720,0.047,
4/15/2011 1:30 PM,0.066,-487,-720,0.048,
4/15/2011 2:00 PM,0.066,-482,-720,0.049,
4/15/2011 2:30 PM,0.066,-482,-720,0.049,
4/15/2011 3:00 PM,0.066,-487,-720,0.049,
4/15/2011 3:30 PM,0.066,-482,-712,0.049,
4/15/2011 4:00 PM,0.066,-482,-712,0.049,
4/15/2011 4:30 PM,0.066,-477,-712,0.049,
4/15/2011 5:00 PM,0.066,-482,-712,0.049,
4/15/2011 5:30 PM,0.066,-482,-712,0.049,
4/15/2011 6:00 PM,0.066,-487,-712,0.049,
4/15/2011 6:30 PM,0.066,-492,-712,0.049,
4/15/2011 7:00 PM,0.066,-497,-712,0.049,
4/15/2011 7:30 PM,0.066,-492,-720,0.049,
4/15/2011 8:00 PM,0.066,-492,-712,0.049,
4/15/2011 8:30 PM,0.066,-492,-720,0.049,
4/15/2011 9:00 PM,0.066,-497,-720,0.049,
4/15/2011 9:30 PM,0.066,-502,-720,0.049,
4/15/2011 10:00 PM,0.066,-502,-720,0.049,
4/15/2011 10:30 PM,0.066,-502,-720,0.049,
4/15/2011 11:00 PM,0.066,-502,-720,0.049,
4/15/2011 11:30 PM,0.066,-497,-720,0.049,
4/16/2011 12:00 AM,0.066,-497,-720,0.049,
4/16/2011 12:30 AM,0.066,-502,-720,0.049,
4/16/2011 1:00 AM,0.066,-502,-720,0.048,
4/16/2011 1:30 AM,0.066,-502,-720,0.048,
4/16/2011 2:00 AM,0.066,-497,-720,0.048,
4/16/2011 2:30 AM,0.066,-502,-720,0.047,
4/16/2011 3:00 AM,0.066,-502,-720,0.047,
4/16/2011 3:30 AM,0.066,-502,-720,0.047,
4/16/2011 4:00 AM,0.066,-502,-720,0.047,
4/16/2011 4:30 AM,0.066,-502,-720,0.047,
4/16/2011 5:00 AM,0.066,-508,-720,0.047,
4/16/2011 5:30 AM,0.066,-508,-728,0.047,
4/16/2011 6:00 AM,0.066,-508,-720,0.047,
4/16/2011 6:30 AM,0.066,-508,-728,0.047,
4/16/2011 7:00 AM,0.066,-508,-728,0.047,
4/16/2011 7:30 AM,0.066,-513,-728,0.047,
4/16/2011 8:00 AM,0.066,-513,-728,0.047,
4/16/2011 8:30 AM,0.066,-513,-720,0.047,
4/16/2011 9:00 AM,0.066,-508,-720,0.047,
4/16/2011 9:30 AM,0.066,-508,-720,0.047,
4/16/2011 10:00 AM,0.066,-508,-720,0.047,
4/16/2011 10:30 AM,0.066,-502,-720,0.047,
4/16/2011 11:00 AM,0.066,-497,-720,0.047,
4/16/2011 11:30 AM,0.066,-492,-720,0.047,
4/16/2011 12:00 PM,0.066,-487,-720,0.047,
4/16/2011 12:30 PM,0.065,-487,-720,0.047,
4/16/2011 1:00 PM,0.065,-482,-712,0.047,
4/16/2011 1:30 PM,0.066,-482,-712,0.047,
4/16/2011 2:00 PM,0.066,-477,-712,0.047,
4/16/2011 2:30 PM,0.066,-477,-712,0.048,
4/16/2011 3:00 PM,0.066,-482,-712,0.049,
4/16/2011 3:30 PM,0.066,-477,-712,0.049,
4/16/2011 4:00 PM,0.066,-477,-712,0.049,
4/16/2011 4:30 PM,0.066,-482,-712,0.049,
4/16/2011 5:00 PM,0.066,-482,-712,0.049,
4/16/2011 5:30 PM,0.066,-482,-712,0.049,
4/16/2011 6:00 PM,0.066,-482,-712,0.049,
4/16/2011 6:30 PM,0.066,-487,-712,0.049,
4/16/2011 7:00 PM,0.066,-487,-712,0.049,
4/16/2011 7:30 PM,0.066,-492,-712,0.049,
4/16/2011 8:00 PM,0.066,-492,-712,0.049,
4/16/2011 8:30 PM,0.066,-492,-712,0.049,
4/16/2011 9:00 PM,0.066,-497,-712,0.049,
4/16/2011 9:30 PM,0.066,-497,-712,0.049,
4/16/2011 10:00 PM,0.066,-497,-712,0.049,
4/16/2011 10:30 PM,0.066,-502,-712,0.049,
4/16/2011 11:00 PM,0.066,-497,-712,0.049,
4/16/2011 11:30 PM,0.066,-502,-712,0.049,
4/17/2011 12:00 AM,0.066,-502,-712,0.048,
4/17/2011 12:30 AM,0.066,-502,-712,0.048,
4/17/2011 1:00 AM,0.066,-502,-712,0.048,
4/17/2011 1:30 AM,0.066,-502,-712,0.048,
4/17/2011 2:00 AM,0.066,-502,-712,0.047,
4/17/2011 2:30 AM,0.066,-502,-712,0.047,
4/17/2011 3:00 AM,0.066,-502,-712,0.047,
4/17/2011 3:30 AM,0.066,-502,-712,0.047,
4/17/2011 4:00 AM,0.066,-502,-720,0.047,
4/17/2011 4:30 AM,0.066,-502,-720,0.047,
4/17/2011 5:00 AM,0.066,-502,-720,0.047,
4/17/2011 5:30 AM,0.066,-502,-720,0.047,
4/17/2011 6:00 AM,0.066,-502,-720,0.047,
4/17/2011 6:30 AM,0.066,-502,-720,0.047,
4/17/2011 7:00 AM,0.066,-502,-720,0.047,
4/17/2011 7:30 AM,0.066,-502,-720,0.047,
4/17/2011 8:00 AM,0.066,-508,-720,0.047,
4/17/2011 8:30 AM,0.066,-502,-720,0.047,
4/17/2011 9:00 AM,0.066,-502,-720,0.047,
4/17/2011 9:30 AM,0.066,-497,-712,0.046,
4/17/2011 10:00 AM,0.066,-497,-712,0.046,
4/17/2011 10:30 AM,0.066,-497,-712,0.047,
4/17/2011 11:00 AM,0.066,-487,-712,0.047,
4/17/2011 11:30 AM,0.066,-487,-712,0.047,
4/17/2011 12:00 PM,0.066,-477,-712,0.047,
4/17/2011 12:30 PM,0.066,-482,-712,0.047,
4/17/2011 1:00 PM,0.066,-477,-712,0.047,
4/17/2011 1:30 PM,0.066,-472,-705,0.047,
4/17/2011 2:00 PM,0.066,-462,-705,0.047,
4/17/2011 2:30 PM,0.066,-462,-705,0.048,
4/17/2011 3:00 PM,0.066,-462,-705,0.049,
4/17/2011 3:30 PM,0.066,-462,-705,0.049,
4/17/2011 4:00 PM,0.066,-462,-705,0.049,
4/17/2011 4:30 PM,0.066,-462,-705,0.049,
4/17/2011 5:00 PM,0.066,-467,-705,0.049,
4/17/2011 5:30 PM,0.066,-472,-705,0.049,
4/17/2011 6:00 PM,0.066,-477,-705,0.049,
4/17/2011 6:30 PM,0.066,-472,-705,0.049,
4/17/2011 7:00 PM,0.066,-482,-705,0.049,
4/17/2011 7:30 PM,0.066,-482,-705,0.049,
4/17/2011 8:00 PM,0.066,-487,-705,0.049,
4/17/2011 8:30 PM,0.066,-487,-705,0.049,
4/17/2011 9:00 PM,0.066,-487,-705,0.049,
4/17/2011 9:30 PM,0.066,-492,-705,0.049,
4/17/2011 10:00 PM,0.066,-497,-705,0.049,
4/17/2011 10:30 PM,0.066,-492,-705,0.049,
4/17/2011 11:00 PM,0.066,-492,-705,0.049,
4/17/2011 11:30 PM,0.066,-492,-712,0.049,
4/18/2011 12:00 AM,0.066,-492,-712,0.048,
4/18/2011 12:30 AM,0.066,-497,-712,0.048,
4/18/2011 1:00 AM,0.066,-497,-712,0.048,
4/18/2011 1:30 AM,0.066,-497,-712,0.048,
4/18/2011 2:00 AM,0.066,-502,-712,0.047,
4/18/2011 2:30 AM,0.066,-502,-712,0.047,
4/18/2011 3:00 AM,0.066,-502,-712,0.047,
4/18/2011 3:30 AM,0.066,-497,-712,0.047,
4/18/2011 4:00 AM,0.066,-502,-712,0.047,
4/18/2011 4:30 AM,0.066,-502,-712,0.047,
4/18/2011 5:00 AM,0.066,-502,-712,0.047,
4/18/2011 5:30 AM,0.066,-502,-712,0.047,
4/18/2011 6:00 AM,0.066,-508,-720,0.047,
4/18/2011 6:30 AM,0.066,-508,-720,0.047,
4/18/2011 7:00 AM,0.066,-508,-720,0.046,
4/18/2011 7:30 AM,0.066,-508,-720,0.046,
4/18/2011 8:00 AM,0.066,-508,-720,0.046,
4/18/2011 8:30 AM,0.066,-508,-720,0.046,
4/18/2011 9:00 AM,0.065,-502,-712,0.046,
4/18/2011 9:30 AM,0.065,-502,-712,0.046,
4/18/2011 10:00 AM,0.065,-502,-712,0.046,
4/18/2011 10:30 AM,0.065,-497,-712,0.046,
4/18/2011 11:00 AM,0.065,-497,-712,0.046,
4/18/2011 11:30 AM,0.065,-487,-712,0.046,
4/18/2011 12:00 PM,0.065,-482,-712,0.046,
4/18/2011 12:30 PM,0.065,-487,-712,0.046,
4/18/2011 1:00 PM,0.065,-487,-712,0.046,
4/18/2011 1:30 PM,0.065,-472,-712,0.047,
4/18/2011 2:00 PM,0.065,-462,-712,0.047,
4/18/2011 2:30 PM,0.065,-467,-712,0.047,
4/18/2011 3:00 PM,0.065,-467,-705,0.047,
4/18/2011 3:30 PM,0.066,-462,-705,0.047,
4/18/2011 4:00 PM,0.066,-467,-705,0.048,
4/18/2011 4:30 PM,0.066,-467,-705,0.048,
4/18/2011 5:00 PM,0.066,-472,-705,0.048,
4/18/2011 5:30 PM,0.066,-472,-705,0.049,
4/18/2011 6:00 PM,0.066,-477,-705,0.049,
4/18/2011 6:30 PM,0.066,-477,-712,0.049,
4/18/2011 7:00 PM,0.066,-487,-705,0.049,
4/18/2011 7:30 PM,0.066,-482,-705,0.048,
4/18/2011 8:00 PM,0.066,-497,-705,0.048,
4/18/2011 8:30 PM,0.066,-502,-705,0.048,
4/18/2011 9:00 PM,0.066,-497,-705,0.048,
4/18/2011 9:30 PM,0.066,-497,-705,0.048,
4/18/2011 10:00 PM,0.066,-497,-712,0.047,
4/18/2011 10:30 PM,0.066,-502,-712,0.047,
4/18/2011 11:00 PM,0.066,-502,-712,0.047,
4/18/2011 11:30 PM,0.066,-502,-712,0.047,
4/19/2011 12:00 AM,0.066,-502,-712,0.047,
4/19/2011 12:30 AM,0.066,-502,-712,0.047,
4/19/2011 1:00 AM,0.066,-502,-712,0.047,
4/19/2011 1:30 AM,0.066,-502,-712,0.047,
4/19/2011 2:00 AM,0.066,-508,-712,0.047,
4/19/2011 2:30 AM,0.066,-508,-712,0.046,
4/19/2011 3:00 AM,0.066,-513,-712,0.046,
4/19/2011 3:30 AM,0.066,-508,-712,0.046,
4/19/2011 4:00 AM,0.065,-508,-712,0.046,
4/19/2011 4:30 AM,0.065,-513,-712,0.046,
4/19/2011 5:00 AM,0.065,-513,-712,0.045,
4/19/2011 5:30 AM,0.065,-513,-720,0.045,
4/19/2011 6:00 AM,0.065,-513,-720,0.045,
4/19/2011 6:30 AM,0.065,-518,-720,0.045,
4/19/2011 7:00 AM,0.065,-518,-720,0.045,
4/19/2011 7:30 AM,0.064,-518,-720,0.045,
4/19/2011 8:00 AM,0.064,-524,-720,0.045,
4/19/2011 8:30 AM,0.064,-524,-720,0.045,
4/19/2011 9:00 AM,0.064,-524,-720,0.044,
4/19/2011 9:30 AM,0.064,-524,-720,0.044,
4/19/2011 10:00 AM,0.064,-518,-720,0.044,
4/19/2011 10:30 AM,0.064,-518,-712,0.044,
4/19/2011 11:00 AM,0.064,-513,-712,0.044,
4/19/2011 11:30 AM,0.064,-502,-712,0.044,
4/19/2011 12:00 PM,0.064,-497,-712,0.045,
4/19/2011 12:30 PM,0.064,-492,-712,0.045,
4/19/2011 1:00 PM,0.064,-482,-712,0.045,
4/19/2011 1:30 PM,0.064,-477,-712,0.045,
4/19/2011 2:00 PM,0.064,-477,-712,0.045,
4/19/2011 2:30 PM,0.064,-477,-712,0.046,
4/19/2011 3:00 PM,0.064,-482,-705,0.046,
4/19/2011 3:30 PM,0.064,-472,-705,0.046,
4/19/2011 4:00 PM,0.064,-472,-705,0.047,
4/19/2011 4:30 PM,0.064,-472,-705,0.047,
4/19/2011 5:00 PM,0.064,-477,-705,0.047,
4/19/2011 5:30 PM,0.064,-477,-705,0.047,
4/19/2011 6:00 PM,0.064,-482,-705,0.047,
4/19/2011 6:30 PM,0.065,-492,-705,0.047,
4/19/2011 7:00 PM,0.065,-492,-705,0.047,
4/19/2011 7:30 PM,0.065,-492,-705,0.047,
4/19/2011 8:00 PM,0.065,-497,-705,0.047,
4/19/2011 8:30 PM,0.065,-497,-705,0.047,
4/19/2011 9:00 PM,0.065,-497,-705,0.047,
4/19/2011 9:30 PM,0.065,-497,-712,0.047,
4/19/2011 10:00 PM,0.065,-497,-712,0.047,
4/19/2011 10:30 PM,0.065,-502,-712,0.046,
4/19/2011 11:00 PM,0.065,-508,-712,0.046,
4/19/2011 11:30 PM,0.065,-502,-712,0.046,
4/20/2011 12:00 AM,0.065,-508,-712,0.046,
4/20/2011 12:30 AM,0.065,-508,-712,0.046,
4/20/2011 1:00 AM,0.065,-508,-712,0.045,
4/20/2011 1:30 AM,0.065,-502,-712,0.045,
4/20/2011 2:00 AM,0.064,-502,-712,0.045,
4/20/2011 2:30 AM,0.064,-508,-712,0.045,
4/20/2011 3:00 AM,0.064,-508,-720,0.045,
4/20/2011 3:30 AM,0.064,-513,-720,0.045,
4/20/2011 4:00 AM,0.064,-513,-720,0.045,
4/20/2011 4:30 AM,0.064,-513,-720,0.044,
4/20/2011 5:00 AM,0.064,-518,-720,0.044,
4/20/2011 5:30 AM,0.064,-518,-720,0.044,
4/20/2011 6:00 AM,0.064,-518,-720,0.044,
4/20/2011 6:30 AM,0.064,-518,-720,0.043,
4/20/2011 7:00 AM,0.064,-518,-720,0.043,
4/20/2011 7:30 AM,0.064,-518,-720,0.043,
4/20/2011 8:00 AM,0.064,-518,-720,0.043,
4/20/2011 8:30 AM,0.064,-518,-720,0.043,
4/20/2011 9:00 AM,0.064,-518,-720,0.043,
4/20/2011 9:30 AM,0.064,-513,-720,0.043,
4/20/2011 10:00 AM,0.064,-513,-712,0.043,
4/20/2011 10:30 AM,0.064,-508,-712,0.043,
4/20/2011 11:00 AM,0.064,-508,-712,0.043,
4/20/2011 11:30 AM,0.064,-497,-712,0.043,
4/20/2011 12:00 PM,0.064,-487,-712,0.043,
4/20/2011 12:30 PM,0.064,-482,-712,0.043,
